customer_id,months_as_customer,age,policy_state,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
10201,30,31,IL,1153.35,1101000,430714,MALE,PhD,craft-repair,golf,02-02-2015,Vehicle Theft,?,Trivial Damage,Police,NY,Hillsdale,3590 Best Hwy,9,1,NO,2,1,YES,5760,960,960,3840,Suburu,Impreza,2011
10202,342,49,OH,1722.95,1101000,472634,MALE,PhD,transport-moving,base-jumping,28-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,Hillsdale,6149 Best Ridge,3,1,?,2,0,YES,76700,7670,7670,61360,Suburu,Legacy,2006
10203,219,39,IN,1281.07,7000000,608371,FEMALE,High School,protective-serv,board-games,18-01-2015,Parked Car,?,Trivial Damage,Police,NY,Springfield,4116 Embaracadero Lane,6,1,NO,0,2,NO,5920,740,740,4440,Chevrolet,Malibu,2015
10204,468,62,IL,1011.92,1101000,468168,MALE,PhD,machine-op-inspct,paintball,15-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,3486 Flute Ave,7,3,YES,0,3,?,64350,7150,7150,50050,Chevrolet,Tahoe,2009
10205,241,39,IL,1042.26,1101000,464107,MALE,JD,sales,kayaking,31-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,5994 5th Ave,21,3,NO,1,2,?,19080,4240,2120,12720,Saab,93,1995
10206,223,43,OH,1235.1,1101000,466959,FEMALE,Masters,tech-support,exercise,10-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Springfield,9138 3rd St,14,1,NO,2,1,NO,54400,5440,5440,43520,BMW,M5,2011
10207,128,32,OH,768.91,1101000,443522,FEMALE,College,sales,chess,26-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Columbus,3743 Andromedia Ridge,0,1,?,1,0,NO,59800,5980,5980,47840,Ford,F150,1999
10208,124,29,OH,1301.72,1101000,441726,MALE,Masters,handlers-cleaners,golf,25-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,Springfield,7644 Tree Ridge,14,3,?,0,3,YES,72000,7200,7200,57600,Audi,A3,2005
10209,343,48,IN,1451.54,3000000,473412,MALE,JD,adm-clerical,hiking,08-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Riverwood,3167 2nd St,13,4,NO,2,3,NO,65070,7230,14460,43380,Mercedes,C300,2003
10210,404,53,IN,767.14,1101000,466201,MALE,Associate,sales,reading,14-01-2015,Parked Car,?,Trivial Damage,Police,WV,Columbus,3327 Lincoln Drive,8,1,NO,0,1,NO,8800,1760,880,6160,Suburu,Legacy,2002
10211,63,24,OH,1620.89,1101000,469621,FEMALE,High School,handlers-cleaners,movies,03-02-2015,Vehicle Theft,?,Minor Damage,Police,NC,Hillsdale,8621 Best Ridge,7,1,NO,2,0,NO,6120,1020,1020,4080,Toyota,Corolla,2015
10212,210,37,IN,1048.46,1101000,466676,MALE,High School,priv-house-serv,skydiving,05-01-2015,Vehicle Theft,?,Trivial Damage,None,OH,Columbus,3878 Tree Lane,9,1,?,1,2,?,7080,1180,590,5310,Dodge,RAM,1999
10213,335,50,OH,1538.26,6000000,615346,MALE,High School,sales,yachting,24-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,9760 Solo Lane,12,3,YES,2,3,YES,34320,8580,4290,21450,Volkswagen,Passat,2009
10214,11,40,OH,1217.69,1101000,440106,FEMALE,MD,prof-specialty,reading,26-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,9138 1st St,6,3,?,1,0,?,53460,9720,9720,34020,Dodge,Neon,2004
10215,142,33,IN,1362.64,5000000,450332,FEMALE,JD,exec-managerial,cross-fit,21-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Columbus,3414 Elm Ave,11,1,YES,1,3,?,81360,6780,13560,61020,Suburu,Legacy,2009
10216,272,43,OH,1279.13,1101000,615226,MALE,PhD,craft-repair,bungie-jumping,06-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Springfield,3172 Tree Ridge,5,3,?,1,2,YES,81070,7370,14740,58960,Audi,A3,2006
10217,69,26,IL,924.72,1101000,437688,FEMALE,High School,machine-op-inspct,base-jumping,07-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,6104 Oak Ave,14,1,NO,2,2,NO,63120,5260,10520,47340,Audi,A5,2008
10218,38,28,OH,1019.44,1101000,437387,MALE,Masters,transport-moving,yachting,10-02-2015,Vehicle Theft,?,Trivial Damage,None,NC,Springfield,9742 5th Ridge,17,1,?,2,1,NO,7200,1440,720,5040,BMW,X5,2004
10219,328,46,IL,1314.6,1101000,458139,FEMALE,MD,prof-specialty,exercise,23-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Hillsdale,8782 3rd St,0,1,?,2,3,?,70290,12780,6390,51120,Saab,92x,1998
10220,281,43,OH,1515.18,6000000,443191,MALE,College,priv-house-serv,camping,09-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbrook,9798 Sky Ridge,21,3,NO,1,0,NO,60190,9260,9260,41670,BMW,X6,1999
10221,246,44,OH,1649.18,1101000,613647,MALE,College,farming-fishing,base-jumping,22-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Hillsdale,5483 Francis Drive,18,1,YES,1,2,YES,61380,11160,5580,44640,Honda,Civic,2009
10222,298,49,OH,1451.01,1101000,460820,FEMALE,College,other-service,exercise,21-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,2005 Texas Hwy,17,1,NO,2,2,NO,28100,2810,5620,19670,Jeep,Grand Cherokee,2012
10223,330,50,IL,978.46,1101000,431121,FEMALE,High School,sales,yachting,04-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Hillsdale,6634 Texas Ridge,19,1,YES,0,0,NO,49060,8920,8920,31220,Chevrolet,Silverado,1995
10224,362,50,IL,1198.34,4000000,619735,MALE,Associate,sales,board-games,07-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Columbus,8655 Cherokee Lane,17,3,?,1,1,NO,57060,6340,6340,44380,Mercedes,E400,1995
10225,241,38,IN,1003.23,1101000,470485,FEMALE,Associate,tech-support,kayaking,17-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Arlington,4955 Lincoln Ridge,23,3,?,0,3,YES,77880,12980,12980,51920,Accura,MDX,2008
10226,245,41,IN,1212,1101000,620473,MALE,Masters,exec-managerial,basketball,28-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,7705 Best Ridge,4,1,YES,0,1,YES,73500,7350,14700,51450,Jeep,Wrangler,1999
10227,371,52,IL,1242.96,7000000,449800,FEMALE,High School,other-service,paintball,22-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,5838 Pine Lane,2,2,YES,2,0,?,88920,6840,13680,68400,Accura,RSX,2010
10228,343,52,IL,1053.02,1101000,602402,FEMALE,Associate,prof-specialty,bungie-jumping,16-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,7331 Sky Hwy,2,1,?,0,2,NO,47630,12990,4330,30310,Toyota,Corolla,2005
10229,377,53,IL,1693.63,1101000,452456,FEMALE,MD,craft-repair,kayaking,17-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,5640 Embaracadero Lane,10,3,YES,1,3,NO,59040,6560,6560,45920,Saab,93,2015
10230,154,37,IL,2047.59,1101000,439269,FEMALE,MD,farming-fishing,dancing,09-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,9610 Cherokee St,2,1,?,0,3,NO,79530,14460,7230,57840,Accura,MDX,2000
10231,166,34,OH,1083.72,1101000,617774,FEMALE,High School,machine-op-inspct,base-jumping,09-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,3550 Washington Ave,18,1,NO,0,2,YES,53680,4880,4880,43920,Honda,CRV,2005
10232,298,46,OH,1138.42,6000000,477678,MALE,JD,prof-specialty,dancing,16-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Arlington,5277 Texas Lane,18,1,NO,2,3,YES,33550,3050,6100,24400,Volkswagen,Passat,2005
10233,235,42,IN,1072.62,1101000,444913,FEMALE,Masters,machine-op-inspct,exercise,18-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,3654 Cherokee Ave,7,4,?,2,1,YES,69100,6910,6910,55280,Toyota,Highlander,2006
10234,172,35,IL,1219.04,1101000,456602,MALE,MD,handlers-cleaners,paintball,11-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Hillsdale,7380 5th Hwy,19,3,?,2,0,NO,79750,14500,14500,50750,Nissan,Pathfinder,1999
10235,27,28,IN,1371.78,1101000,451560,MALE,JD,farming-fishing,polo,04-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,PA,Riverwood,2539 Embaracadero Ridge,10,3,?,0,2,YES,53600,5360,10720,37520,Audi,A5,2015
10236,428,54,IN,1506.21,1101000,453407,MALE,Masters,transport-moving,kayaking,22-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,4693 Lincoln Hwy,16,3,NO,1,0,?,76560,12760,6380,57420,Nissan,Ultima,2009
10237,99,32,IN,1058.21,3000000,618655,MALE,JD,craft-repair,golf,10-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,2376 Sky Ridge,17,1,YES,1,1,NO,41130,4570,4570,31990,Dodge,RAM,1999
10238,107,26,IL,932.14,1101000,612550,MALE,MD,sales,cross-fit,10-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Columbus,1273 Rock Lane,2,3,NO,2,3,NO,78650,14300,7150,57200,Audi,A3,1996
10239,272,41,OH,1608.34,1101000,466718,FEMALE,Associate,farming-fishing,reading,16-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,8281 Lincoln Lane,19,1,?,1,1,?,71060,6460,12920,51680,Saab,92x,2010
10240,151,37,IN,1728.56,1101000,617947,FEMALE,Masters,farming-fishing,dancing,08-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,6429 4th Hwy,0,1,YES,1,1,?,38830,3530,3530,31770,Suburu,Legacy,1999
10241,249,43,IL,1518.46,1101000,606238,FEMALE,MD,armed-forces,cross-fit,26-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,2201 4th Lane,16,1,?,0,0,YES,53500,5350,5350,42800,Saab,92x,2015
10242,177,38,IL,1540.19,1101000,463842,FEMALE,College,adm-clerical,skydiving,01-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,5506 Best St,20,1,YES,2,0,NO,73700,7370,7370,58960,Chevrolet,Silverado,2001
10243,190,40,OH,965.21,1101000,610354,FEMALE,JD,exec-managerial,camping,02-02-2015,Parked Car,?,Trivial Damage,None,SC,Hillsdale,8404 Embaracadero St,10,1,?,2,1,YES,6300,630,630,5040,Nissan,Ultima,2001
10244,174,36,IL,1278.75,1101000,461328,FEMALE,College,tech-support,paintball,06-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,2117 Lincoln Hwy,21,3,?,2,2,NO,65400,10900,10900,43600,Dodge,RAM,2012
10245,95,28,OH,773.99,1101000,458727,MALE,Associate,armed-forces,board-games,01-01-2015,Vehicle Theft,?,Trivial Damage,None,PA,Springfield,6359 MLK Ridge,3,1,YES,1,2,NO,3200,640,320,2240,Mercedes,E400,2014
10246,371,51,IN,1532.47,1101000,452587,FEMALE,Associate,tech-support,golf,19-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Arlington,9751 Sky Ridge,7,1,YES,0,3,YES,75400,7540,15080,52780,Dodge,RAM,2012
10247,2,28,IL,1340.56,1101000,433184,FEMALE,JD,machine-op-inspct,golf,17-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Northbend,9020 Elm Ave,19,1,YES,0,2,YES,58140,6460,6460,45220,Saab,92x,2008
10248,269,44,OH,1297.75,4000000,451280,FEMALE,JD,other-service,chess,01-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,1830 Sky St,15,3,?,0,1,?,98670,15180,15180,68310,Chevrolet,Tahoe,2010
10249,101,27,IL,433.33,1101000,603269,MALE,Masters,machine-op-inspct,golf,02-01-2015,Parked Car,?,Minor Damage,None,SC,Hillsdale,6067 Weaver Ridge,7,1,?,0,3,NO,5900,1180,590,4130,Mercedes,E400,2009
10250,94,30,IN,1025.54,1101000,442632,FEMALE,High School,armed-forces,paintball,20-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Arlington,1840 Embaracadero Ave,19,1,?,1,3,YES,64100,6410,6410,51280,Chevrolet,Malibu,2001
10251,117,28,OH,1264.77,1101000,447300,FEMALE,Associate,transport-moving,yachting,05-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,4058 Tree Drive,13,2,YES,0,1,?,55440,5040,10080,40320,Suburu,Forrestor,2009
10252,111,27,OH,1459.97,5000000,441783,MALE,MD,sales,yachting,27-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Northbend,4983 MLK Ridge,2,3,NO,1,2,NO,80850,7350,14700,58800,Ford,F150,2011
10253,242,40,OH,1238.65,1101000,468702,FEMALE,High School,transport-moving,bungie-jumping,27-01-2015,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,9744 Texas Drive,5,1,YES,1,1,NO,7480,680,680,6120,Saab,95,1998
10254,440,61,OH,1050.76,1101000,467942,MALE,PhD,transport-moving,movies,26-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,Riverwood,8821 Elm St,21,1,?,2,3,NO,53640,5960,5960,41720,Nissan,Maxima,2004
10255,20,23,OH,1711.72,1101000,463678,FEMALE,JD,tech-support,base-jumping,13-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,2886 Tree Ridge,21,3,NO,2,2,NO,63250,5750,11500,46000,Chevrolet,Tahoe,2002
10256,461,57,IL,865.33,7000000,615220,FEMALE,High School,farming-fishing,golf,14-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,5236 Weaver Drive,7,3,NO,0,1,?,59040,9840,9840,39360,Dodge,RAM,1995
10257,208,36,IL,1153.49,1101000,432711,MALE,Associate,craft-repair,base-jumping,22-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,5862 Apache Ridge,16,3,YES,1,0,YES,50500,10100,5050,35350,Accura,TL,2004
10258,279,43,OH,1281.25,1101000,463583,MALE,Associate,machine-op-inspct,cross-fit,17-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Columbus,7859 4th Ridge,13,1,YES,0,1,NO,57690,6410,12820,38460,Mercedes,C300,2010
10259,244,40,IL,1342.8,1101000,439502,FEMALE,MD,sales,base-jumping,02-02-2015,Vehicle Theft,?,Trivial Damage,Police,NY,Springfield,6259 Weaver St,2,1,YES,1,3,YES,5940,660,660,4620,Toyota,Camry,2014
10260,134,30,OH,1443.32,1101000,613287,FEMALE,PhD,exec-managerial,dancing,07-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbend,9980 Lincoln Ave,19,3,?,0,2,YES,47790,5310,5310,37170,Suburu,Impreza,1995
10261,122,29,OH,1629.94,1101000,620104,FEMALE,Masters,priv-house-serv,skydiving,11010002-11010002-2110100015,Parked Car,?,Trivial Damage,None,SC,Riverwood,7828 Cherokee Ave,17,1,?,0,1,NO,3850,350,350,3150,Dodge,Neon,2014
10262,156,31,IL,1134.08,1101000,446895,MALE,PhD,other-service,reading,11010007-11010002-2110100015,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Arlington,5812 Oak St,3,1,?,2,0,?,59000,5900,5900,47200,Ford,Fusion,2013
10263,232,43,OH,1483.91,8000000,431531,MALE,College,machine-op-inspct,golf,18-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Arlington,2318 Washington Hwy,17,3,NO,0,1,?,70600,7060,14120,49420,Volkswagen,Passat,2013
10264,244,40,IN,1304.67,7000000,605408,MALE,Masters,armed-forces,base-jumping,10-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,8809 Flute St,5,3,?,1,1,?,61490,5590,11180,44720,Dodge,RAM,2001
10265,84,30,IL,1035.79,1101000,457551,FEMALE,MD,protective-serv,kayaking,30-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,3184 Oak Ave,9,1,NO,1,0,YES,57640,5240,10480,41920,Volkswagen,Passat,2010
10266,394,57,IL,1401.2,1101000,619892,FEMALE,High School,craft-repair,movies,25-01-2015,Vehicle Theft,?,Trivial Damage,Police,NC,Hillsdale,6493 Lincoln Lane,9,1,NO,1,0,NO,6890,1060,1060,4770,Audi,A5,1999
10267,246,45,IL,1665.45,1101000,445853,MALE,JD,machine-op-inspct,hiking,29-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,PA,Columbus,7162 Maple Ave,9,3,?,2,2,?,53280,11840,5920,35520,Toyota,Camry,2006
10268,35,29,IN,653.66,1101000,475483,FEMALE,JD,handlers-cleaners,video-games,24-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,5455 Tree Ridge,22,3,NO,0,0,?,78300,15660,7830,54810,BMW,X5,2009
10269,156,37,OH,1080.13,1101000,606290,MALE,Associate,protective-serv,reading,04-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,PA,Springfield,5778 Pine Ridge,15,3,YES,0,3,NO,41490,4610,4610,32270,Nissan,Pathfinder,2001
10270,195,36,IN,1346.18,1101000,611852,FEMALE,Associate,machine-op-inspct,camping,25-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Hillsdale,3797 Solo Lane,14,3,YES,2,3,YES,68970,12540,6270,50160,Chevrolet,Tahoe,2007
10271,369,55,OH,1589.54,1101000,444734,MALE,College,handlers-cleaners,camping,27-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Arlington,9373 Pine Hwy,6,3,?,2,0,YES,85300,17060,8530,59710,Toyota,Highlander,2003
10272,271,40,IL,1251.65,1101000,433683,FEMALE,Associate,other-service,camping,19-02-2015,Parked Car,?,Minor Damage,None,NY,Hillsdale,1365 Francis Ave,6,1,NO,0,0,NO,3080,560,280,2240,Audi,A3,2012
10273,332,47,IL,1083.01,1101000,448882,MALE,MD,craft-repair,paintball,31-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Arlington,9239 Washington Ridge,22,4,YES,2,0,?,71760,11040,11040,49680,Jeep,Grand Cherokee,2010
10274,107,26,OH,974.59,1101000,466838,FEMALE,JD,armed-forces,skydiving,18-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Arlington,3416 Washington Drive,14,3,?,1,0,NO,59700,11940,11940,35820,Nissan,Ultima,2002
10275,217,39,IL,1399.85,1101000,605490,FEMALE,Masters,other-service,skydiving,10-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,1923 2nd Hwy,16,3,NO,0,2,?,64920,10820,10820,43280,Ford,Fusion,1997
10276,243,43,IN,1307.74,1101000,466137,FEMALE,Associate,machine-op-inspct,board-games,28-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Riverwood,6451 1st Hwy,10,3,?,0,1,NO,37530,4170,4170,29190,Jeep,Wrangler,2008
10277,296,42,IN,1219.27,1101000,466970,MALE,Associate,tech-support,paintball,16-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,1267 Francis Hwy,9,3,YES,1,2,NO,64080,7120,7120,49840,Saab,93,2012
10278,264,41,OH,1411.3,1101000,474801,MALE,PhD,prof-specialty,cross-fit,08-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Northbrook,4158 Washington Lane,4,1,NO,1,0,?,60390,10980,5490,43920,BMW,M5,2004
10279,108,33,IL,694.45,1101000,450703,FEMALE,JD,armed-forces,exercise,20-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,3796 Cherokee Drive,6,3,?,0,1,YES,64350,5850,11700,46800,Nissan,Pathfinder,2011
10280,32,38,IL,1006.77,6000000,478172,FEMALE,College,other-service,sleeping,06-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,7434 Oak Hwy,15,3,YES,2,1,YES,70900,14180,7090,49630,BMW,X6,1997
10281,259,39,OH,1422.36,1101000,604668,FEMALE,JD,craft-repair,movies,24-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,PA,Columbus,5178 Weaver Hwy,12,3,NO,1,3,?,46560,7760,7760,31040,Nissan,Ultima,2012
10282,186,33,IN,1348.32,1101000,469429,FEMALE,Associate,craft-repair,cross-fit,14-01-2015,Vehicle Theft,?,Trivial Damage,Police,NY,Arlington,8477 Francis Hwy,3,1,NO,2,1,?,4730,860,860,3010,Chevrolet,Malibu,2013
10283,201,40,OH,1315.56,1101000,471806,FEMALE,PhD,transport-moving,video-games,18-02-2015,Vehicle Theft,?,Minor Damage,Police,SC,Northbrook,7693 Britain Lane,14,1,YES,0,0,YES,6820,1240,1240,4340,Jeep,Grand Cherokee,2003
10284,436,58,OH,1407.01,5000000,475705,MALE,PhD,tech-support,sleeping,10-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Riverwood,3658 Rock Drive,10,1,?,0,2,?,59900,11980,5990,41930,BMW,X5,1997
10285,189,36,OH,1388.58,1101000,459122,FEMALE,MD,priv-house-serv,basketball,13-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Riverwood,2617 Andromedia Drive,17,3,?,1,3,YES,79560,13260,13260,53040,Ford,Escape,2009
10286,105,33,IL,1310.76,1101000,476737,FEMALE,High School,adm-clerical,kayaking,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Northbrook,9279 Oak Hwy,8,1,YES,0,1,?,70290,12780,6390,51120,Accura,MDX,2008
10287,163,31,IN,1004.63,6000000,460359,MALE,JD,priv-house-serv,hiking,07-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,3439 Andromedia Hwy,14,3,YES,2,0,NO,63910,5810,11620,46480,Suburu,Forrestor,1999
10288,219,40,OH,1134.91,1101000,452735,FEMALE,Associate,transport-moving,golf,29-01-2015,Vehicle Theft,?,Trivial Damage,None,SC,Riverwood,5901 Elm Drive,6,1,?,1,0,NO,6400,640,640,5120,Toyota,Camry,1997
10289,88,25,IN,1194,1101000,613583,FEMALE,JD,handlers-cleaners,movies,13-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbrook,3982 Washington Hwy,6,1,YES,1,2,YES,66780,7420,7420,51940,Ford,Escape,2013
10290,40,39,IN,1248.25,4000000,605692,FEMALE,College,sales,hiking,01-02-2015,Parked Car,?,Minor Damage,Police,VA,Northbrook,3376 5th Drive,8,1,NO,0,2,?,8760,1460,1460,5840,BMW,3 Series,2013
10291,284,42,OH,1338.54,-1000000,438178,MALE,Associate,machine-op-inspct,kayaking,29-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Arlington,3936 Tree Drive,13,1,YES,0,1,?,94160,8560,17120,68480,Chevrolet,Malibu,1996
10292,59,40,IL,782.23,1101000,449221,MALE,College,protective-serv,golf,06-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Springfield,6605 Tree Ave,0,3,?,0,2,NO,51570,5730,11460,34380,BMW,X5,2010
10293,39,31,IL,1366.9,1101000,459322,FEMALE,High School,handlers-cleaners,polo,28-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Northbend,3102 Apache St,14,3,?,1,0,NO,52700,10540,10540,31620,BMW,X6,2014
10294,147,34,IL,1275.81,1101000,472657,MALE,High School,sales,dancing,21-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,7756 Pine Hwy,13,1,YES,2,2,?,101010,15540,15540,69930,Mercedes,ML350,1998
10295,156,37,IN,1090.65,1101000,608331,MALE,High School,exec-managerial,golf,16-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Columbus,7142 5th Lane,16,4,?,1,2,YES,53400,5340,5340,42720,Honda,Civic,2010
10296,123,31,IN,1326,1101000,438546,FEMALE,Associate,prof-specialty,basketball,17-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,2914 Oak Drive,13,1,?,1,2,NO,72120,12020,12020,48080,Mercedes,ML350,2009
10297,231,43,IL,972.47,1101000,441981,MALE,College,protective-serv,reading,01-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,PA,Hillsdale,6522 Apache Drive,15,3,YES,2,2,YES,77100,7710,15420,53970,Audi,A3,2010
10298,247,39,IL,806.31,1101000,602177,FEMALE,College,handlers-cleaners,dancing,25-02-2015,Parked Car,?,Trivial Damage,Police,SC,Northbend,5279 Pine Ridge,3,1,?,2,3,?,3300,600,0,2700,Dodge,RAM,2003
10299,194,35,IL,1416.24,1101000,441659,FEMALE,MD,adm-clerical,golf,26-02-2015,Parked Car,?,Minor Damage,None,WV,Northbend,8078 Britain Hwy,7,1,YES,1,0,?,5940,1080,540,4320,Nissan,Pathfinder,2003
10300,119,27,IN,1097.64,1101000,614812,MALE,High School,transport-moving,video-games,06-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,PA,Northbend,1133 Apache St,16,2,NO,1,0,?,63720,7080,21240,35400,Accura,TL,2006
10301,259,43,IL,947.75,1101000,458470,FEMALE,Masters,farming-fishing,base-jumping,03-02-2015,Vehicle Theft,?,Trivial Damage,Police,SC,Riverwood,2873 Flute Ave,15,1,NO,1,3,NO,7680,1280,640,5760,Audi,A5,2008
10302,107,31,IL,1018.73,5000000,469646,MALE,Associate,handlers-cleaners,yachting,27-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,8509 Apache St,21,3,YES,1,2,?,93730,14420,21630,57680,Honda,CRV,2001
10303,48,44,IL,1400.74,1101000,611118,MALE,College,sales,base-jumping,21-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,8245 4th Hwy,23,3,YES,0,2,?,87300,17460,17460,52380,Jeep,Wrangler,2013
10304,267,40,IL,1155.53,5000000,465158,MALE,JD,transport-moving,camping,24-01-2015,Parked Car,?,Trivial Damage,Police,NY,Columbus,3094 Best Lane,5,1,?,0,2,NO,5670,1260,630,3780,Ford,F150,1997
10305,286,47,IN,1386.93,1101000,457130,MALE,High School,priv-house-serv,bungie-jumping,17-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,8188 Tree Ave,15,3,YES,0,0,NO,65800,13160,6580,46060,Accura,TL,2001
